time,x,y,z
2.992266501000813,0.0,0.0,1.5
6.089722522000557,0.0,0.0,2.25
6.793151279000085,0.25,0.0,2.5
7.874781908000841,1.25,0.0,2.75
8.998307572000158,4.0,0.0,2.75
10.289837616000113,4.75,0.0,2.5
12.096501110000645,5.0,0.0,2.25
13.146420478999971,5.0,0.0,1.5
