time,x,y,z
1.805204682999829,1.0,0.0,1.5
2.812051700999291,0.9999173981313174,0.012852895171766347,1.5
2.8330089139999473,0.9995710368509942,0.02928723764079382,1.5
2.8540641429999596,0.9989542507267873,0.045720946565911864,1.5
2.874957409999297,0.9980671199620156,0.06214518525781064,1.5
2.8958757379996314,0.996909309025038,0.0785609927331706,1.5
2.916891650999787,0.9954819846299856,0.09495060967231875,1.5
2.937832911999976,0.9937847344859507,0.11131891799100599,1.5
2.9586636779995388,0.9918171635944121,0.12766641688218255,1.5
2.979895910999403,0.9895832268882919,0.1439619292082294,1.5
3.00073840999994,0.9870802453513281,0.16022668079056565,1.5
3.0217139369997312,0.9843101140519092,0.1764471574583099,1.5
3.042630019999706,0.981274454001517,0.19261476040019546,1.5
3.0634638189994803,0.9779734749208538,0.20872920818905533,1.5
3.0844384339998214,0.9744091249984708,0.2247817989066608,1.5
3.1059998519995133,0.9705442187833413,0.24092305698341465,1.5
3.1271437429995785,0.9664691866874551,0.2567826146445454,1.5
3.1484800469997936,0.9621036618390771,0.272683963363889,1.5
3.168987589999233,0.9575081836007964,0.2884060996884492,1.5
3.1900775069998417,0.952610768591524,0.30419191896476444,1.5
3.210722388999784,0.9474958369041149,0.3197681019885674,1.5
3.2318261599994003,0.9421094902992065,0.3353053955548123,1.5
3.252424852999866,0.9364534877004298,0.350791769250222,1.5
3.2731583279992265,0.9305651315260302,0.36612639345988457,1.5
3.2941963769999347,0.9244114112407588,0.3813968310931133,1.5
3.315025006999349,0.9180067721615299,0.39656470627826784,1.5
3.3363264589997925,0.9113594820451627,0.4116113391129704,1.5
3.357325359999777,0.9044614050256906,0.4265554674587511,1.5
3.3779058109994367,0.8973173414471697,0.44138598611440244,1.5
3.399133780999364,0.8899461855210191,0.4560655510741716,1.5
3.419992364999416,0.8823273029996759,0.4706363037222248,1.5
3.4410363549995964,0.8744607911325938,0.4850962015639354,1.5
3.461951258999761,0.8663362396396745,0.49946122961345907,1.5
3.4825049819992273,0.8580198437887548,0.5136165375693434,1.5
3.503690249000101,0.8494482624711172,0.5276719145309896,1.5
3.524824243999319,0.840667413601378,0.5415517516440785,1.5
3.545664948999729,0.8316234269685797,0.5553399640913982,1.5
3.5663371099999495,0.8223911520658433,0.5689224841784818,1.5
3.5875166769992575,0.8129051587014485,0.582396087689961,1.5
3.6081952399999864,0.8032229888744219,0.5956784620444493,1.5
3.629343771999629,0.793310060926156,0.608817827624437,1.5
3.650196588999279,0.7831835302951624,0.6217906061323268,1.5
3.6710485240000708,0.772848099771193,0.6345910609834148,1.5
3.6919897109992235,0.7622971307856331,0.6472272277925206,1.5
3.7129972809998435,0.7515481801693965,0.6596782040389604,1.5
3.733939642999758,0.7406016681220763,0.6719443199959338,1.5
3.754799302999345,0.7294378427848908,0.6840470988998675,1.5
3.7758928499997637,0.7180883593673634,0.695951943844608,1.5
3.796940395999627,0.7065439245959803,0.707669190099802,1.5
3.817750454999441,0.6947935896518255,0.7192091961166311,1.5
3.8386322379992635,0.6828679976043827,0.7305417837795323,1.5
3.8599453689994334,0.6707364175317311,0.7416957989612044,1.5
3.880551315000048,0.6584668963536232,0.7526096906142166,1.5
3.901790453999638,0.6459932491191709,0.7633431221229787,1.5
3.9227456319995326,0.6333332406880761,0.7738791935693449,1.5
3.9442167150000387,0.6205086852125157,0.7841995738176827,1.5
3.9645284469997932,0.6075484953069709,0.7942825856395415,1.5
3.985453941999367,0.5943606221026776,0.8041986389529132,1.5
4.006505529999231,0.581064230721075,0.8138577024127285,1.5
4.027324699000019,0.5675902023971169,0.82331121827824,1.5
4.04827142799968,0.553991029183821,0.8325226360789542,1.5
4.069343291999758,0.5401928068854841,0.8415412832352207,1.5
4.090208093999536,0.5262899242245479,0.8503051897170331,1.5
4.111013996999645,0.512227816802049,0.8588496164604177,1.5
4.132332364999456,0.4980078950797114,0.8671724952039676,1.5
4.153123856999628,0.48368724866709867,0.8752409071089241,1.5
4.173855567999453,0.46921752405022443,0.8830826207802852,1.5
4.194897130999379,0.45461677740337797,0.8906871424374372,1.5
4.215786931999901,0.439895793531717,0.8980488243036127,1.5
4.2367237869993915,0.4250690255120718,0.9051609379277354,1.5
4.257737549000012,0.4101062779472609,0.9120377408793147,1.5
4.279263533999256,0.3950585897706278,0.9186559261488726,1.5
4.299792255999819,0.37988449278339154,0.9250339302656445,1.5
4.320619422999698,0.36463829833176964,0.9311492422752173,1.5
4.341505571999733,0.34924732702377687,0.9370305782453138,1.5
4.36232193899923,0.3337798509222578,0.9426510548014654,1.5
4.383451641999272,0.31822082079147795,0.948016618638512,1.5
4.40456346099927,0.30253231968437017,0.9531391270671843,1.5
4.425386355999763,0.2868614348052795,0.9579720858258117,1.5
4.446232769999369,0.27106569494741367,0.9625608495168894,1.5
4.467237150999608,0.2551810018192896,0.9668933014094697,1.5
4.4883825659999275,0.23923373403859285,0.9709620077520809,1.5
4.50940355900002,0.22322305537755968,0.9747673915083059,1.5
4.530147759000101,0.20715386601573782,0.978308374590923,1.5
4.550971691999621,0.1910337018170017,0.9815834782483316,1.5
4.571888140999363,0.17485865672027628,0.9845935456674396,1.5
4.593192630999511,0.15857086036434753,0.9873475995024805,1.5
4.613868426999943,0.14237805739032655,0.9898123502835054,1.5
4.634702624999591,0.1260716389511988,0.9920211398212029,1.5
4.655750717000046,0.10973114085008985,0.9939613054479223,1.5
4.677412428000025,0.09336032415126012,0.9956323869151563,1.5
4.697593167999912,0.0769560286715677,0.9970344876939317,1.5
4.718667298999208,0.06054356210696788,0.9981655559512158,1.5
4.739577839000049,0.04411130813899617,0.9990266225152694,1.5
4.760582523999801,0.027681736938910156,0.9996167872940335,1.5
4.781504031999248,0.011224291582068429,0.9999370056550966,1.5
4.802530554999976,-0.005247133087066269,0.9999862337024278,1.5
4.8234247929995036,-0.021686172413685336,0.9997648273099249,1.5
4.844562278999547,-0.038119778678040867,0.9992731771010054,1.5
4.865372147999551,-0.054574638319566424,0.9985096939200383,1.5
4.886354623999978,-0.07101296979224081,0.9974753922384684,1.5
4.907188505999329,-0.08741403735427451,0.9961720664992697,1.5
4.928289358999791,-0.10380455184517563,0.9945977151674049,1.5
4.94976193399998,-0.12016731425510435,0.9927536535237305,1.5
4.970242452000093,-0.13646044684333505,0.9906455200763375,1.5
4.991437652000059,-0.152728851938837,0.9882681305118792,1.5
5.012357443999463,-0.16899713930339538,0.9856165415146343,1.5
5.033294584000032,-0.1851882206285003,0.9827030695690585,1.5
5.054264616999717,-0.20133594577127895,0.9795222493340233,1.5
5.0749338189998525,-0.2174305662129882,0.9760757905389823,1.5
5.095794539999588,-0.2334429612627014,0.9723704972061322,1.5
5.116939155999717,-0.2494221827136399,0.9683948444567245,1.5
5.137790901999324,-0.26530176577415737,0.9641654282731331,1.5
5.158675204999781,-0.28112936826379153,0.9596698798543182,1.5
5.179556736999984,-0.2969152688418587,0.9549038292564161,1.5
5.201183370999388,-0.312552869992528,0.9499003650170021,1.5
5.22164950899969,-0.32815692250205825,0.9446232234144882,1.5
5.242366296999535,-0.3436483791164986,0.9390983928910768,1.5
5.263441203999719,-0.35907471084971443,0.9333088192169803,1.5
5.284342939999988,-0.3743355288246454,0.9272933256847982,1.5
5.305382771999575,-0.38956734241773244,0.9209979835599995,1.5
5.326218628999413,-0.40466778799741576,0.9144637671101455,1.5
5.34739535099925,-0.41967440134012124,0.9076747197426018,1.5
5.368215957999382,-0.4345410221013564,0.9006520416404487,1.5
5.3891237799998635,-0.4493009665293755,0.8933804572945219,1.5
5.410156622999239,-0.46395075082708437,0.8858609940656518,1.5
5.4310943559994485,-0.47846488670677795,0.8781066861086244,1.5
5.452105810999456,-0.4928452052651935,0.8701170057222818,1.5
5.473081221999564,-0.507103164835102,0.8618853637312931,1.5
5.494156748999558,-0.52121348286414,0.8534263326618372,1.5
5.514675527999316,-0.5351765816174658,0.8447402124252426,1.5
5.535861059999661,-0.548993753715839,0.8358264523099234,1.5
5.556880201999775,-0.5626636400483234,0.8266859307908723,1.5
5.577760551999745,-0.576216479334504,0.8172971117918801,1.5
5.598693721000018,-0.589582341892518,0.8077082778630748,1.5
5.619698425000024,-0.6027950401350554,0.7978960706687163,1.5
5.640638783999748,-0.6159249561810659,0.7878048288461755,1.5
5.661502745999314,-0.6286988174165777,0.7776488905534404,1.5
5.682449254999483,-0.6414100477011845,0.7671982473311343,1.5
5.703415451999717,-0.6539605173007029,0.7565286787768174,1.5
5.724566869999762,-0.6662963750763333,0.7456870258762306,1.5
5.745363033999638,-0.6784957732819525,0.7346043054859706,1.5
5.766290607999508,-0.6905035402074189,0.7233290129401844,1.5
